Failed File,Count
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout1_no_hints.dfy,4
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout2_no_hints.dfy,5
TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it_no_hints.dfy,3
TFG_tmp_tmpbvsao41w_Algoritmos Dafny_suma_it_no_hints.dfy,4
VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort_no_hints.dfy,5
Workshop_tmp_tmp0cu11bdq_Lecture_Answers_max_array_no_hints.dfy,3
Workshop_tmp_tmp0cu11bdq_Lecture_Answers_selection_sort_no_hints.dfy,4
Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array_no_hints.dfy,2
Workshop_tmp_tmp0cu11bdq_Lecture_Answers_triangle_number_no_hints.dfy,2
Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question5_no_hints.dfy,4
Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question6_no_hints.dfy,2
WrappedEther_no_hints.dfy,5
assertive-programming-assignment-1_tmp_tmp3h_cj44u_FindRange_no_hints.dfy,4
assertive-programming-assignment-1_tmp_tmp3h_cj44u_ProdAndCount_no_hints.dfy,5
assertive-programming-assignment-1_tmp_tmp3h_cj44u_SearchAddends_no_hints.dfy,5
bbfny_tmp_tmpw4m0jvl0_enjoying_no_hints.dfy,5
circular-queue-implemetation_tmp_tmpnulfdc9l_Queue_no_hints.dfy,5
cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_no_hints.dfy,4
cs245-verification_tmp_tmp0h_nxhqp_A8_Q1_no_hints.dfy,5
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_FirstAttempt_no_hints.dfy,4
cs245-verification_tmp_tmp0h_nxhqp_power_no_hints.dfy,4
cs245-verification_tmp_tmp0h_nxhqp_quicksort-partition_no_hints.dfy,3
cs357_tmp_tmpn4fsvwzs_lab7_question5_no_hints.dfy,4
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ContainerRanks_no_hints.dfy,5
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_PrecedenceLinter_no_hints.dfy,5
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SeqFromArray_no_hints.dfy,3
dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_binary-search_no_hints.dfy,2
dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_fibonacci_no_hints.dfy,5
dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_find_no_hints.dfy,3
dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_modifying-arrays_no_hints.dfy,4
dafleet_tmp_tmpa2e4kb9v_0001-0050_0001-two-sum_no_hints.dfy,5
dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters_no_hints.dfy,5
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_no_hints.dfy,5
dafny-aoc-2019_tmp_tmpj6suy_rv_parser_split_no_hints.dfy,5
dafny-duck_tmp_tmplawbgxjo_ex3_no_hints.dfy,3
dafny-duck_tmp_tmplawbgxjo_ex5_no_hints.dfy,5
dafny-duck_tmp_tmplawbgxjo_p1_no_hints.dfy,5
dafny-duck_tmp_tmplawbgxjo_p2_no_hints.dfy,5
dafny-duck_tmp_tmplawbgxjo_p3_no_hints.dfy,1
dafny-duck_tmp_tmplawbgxjo_p4_no_hints.dfy,3
dafny-duck_tmp_tmplawbgxjo_p6_no_hints.dfy,5
dafny-exercise_tmp_tmpouftptir_absIt_no_hints.dfy,5
dafny-exercise_tmp_tmpouftptir_appendArray_no_hints.dfy,3
dafny-exercise_tmp_tmpouftptir_countNeg_no_hints.dfy,2
dafny-exercise_tmp_tmpouftptir_firstE_no_hints.dfy,2
dafny-exercise_tmp_tmpouftptir_maxArray_no_hints.dfy,1
dafny-exercise_tmp_tmpouftptir_prac1_ex2_no_hints.dfy,3
dafny-exercise_tmp_tmpouftptir_prac3_ex2_no_hints.dfy,2
dafny-exercise_tmp_tmpouftptir_prac4_ex2_no_hints.dfy,3
dafny-exercise_tmp_tmpouftptir_reverse_no_hints.dfy,1
dafny-exercise_tmp_tmpouftptir_zapNegatives_no_hints.dfy,3
dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array_no_hints.dfy,5
dafny-exercises_tmp_tmp5mvrowrx_paper_krml190_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_VSComp2010_Problem1-SumMax_no_hints.dfy,4
dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b1_no_hints.dfy,4
dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b2_no_hints.dfy,1
dafny-language-server_tmp_tmpkir0kenl_Test_allocated1_dafny0_fun-with-slices_no_hints.dfy,1
dafny-language-server_tmp_tmpkir0kenl_Test_comp_Arrays_no_hints.dfy,2
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes_no_hints.dfy,3
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_ListReverse_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray_no_hints.dfy,4
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals_no_hints.dfy,3
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_no_hints.dfy,3
dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction_no_hints.dfy,4
dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Fstar-QuickSort_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Lucas-down_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_MonadicLaws_no_hints.dfy,3
dafny-language-server_tmp_tmpkir0kenl_Test_git-issues_git-issue-336_no_hints.dfy,2
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Compilation_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Requires_no_hints.dfy,3
dafny-language-server_tmp_tmpkir0kenl_Test_triggers_function-applications-are-triggers_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_tutorial_maximum_no_hints.dfy,1
dafny-language-server_tmp_tmpkir0kenl_Test_vacid0_Composite_no_hints.dfy,5
dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort_no_hints.dfy,2
dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints.dfy,5
dafny-programs_tmp_tmpcwodh6qh_src_expt_no_hints.dfy,3
dafny-programs_tmp_tmpcwodh6qh_src_factorial_no_hints.dfy,2
dafny-rope_tmp_tmpl4v_njmy_Rope_no_hints.dfy,5
dafny-sandbox_tmp_tmp3tu2bu8a_Stlc_no_hints.dfy,5
dafny-synthesis_task_id_105_no_hints.dfy,3
dafny-synthesis_task_id_106_no_hints.dfy,2
dafny-synthesis_task_id_113_no_hints.dfy,2
dafny-synthesis_task_id_126_no_hints.dfy,1
dafny-synthesis_task_id_133_no_hints.dfy,2
dafny-synthesis_task_id_145_no_hints.dfy,1
dafny-synthesis_task_id_161_no_hints.dfy,2
dafny-synthesis_task_id_170_no_hints.dfy,2
dafny-synthesis_task_id_18_no_hints.dfy,2
dafny-synthesis_task_id_230_no_hints.dfy,2
dafny-synthesis_task_id_249_no_hints.dfy,2
dafny-synthesis_task_id_251_no_hints.dfy,3
dafny-synthesis_task_id_261_no_hints.dfy,1
dafny-synthesis_task_id_267_no_hints.dfy,1
dafny-synthesis_task_id_273_no_hints.dfy,1
dafny-synthesis_task_id_282_no_hints.dfy,1
dafny-synthesis_task_id_284_no_hints.dfy,1
dafny-synthesis_task_id_290_no_hints.dfy,1
dafny-synthesis_task_id_2_no_hints.dfy,1
dafny-synthesis_task_id_307_no_hints.dfy,3
dafny-synthesis_task_id_310_no_hints.dfy,2
dafny-synthesis_task_id_399_no_hints.dfy,1
dafny-synthesis_task_id_3_no_hints.dfy,1
dafny-synthesis_task_id_401_no_hints.dfy,1
dafny-synthesis_task_id_412_no_hints.dfy,2
dafny-synthesis_task_id_414_no_hints.dfy,2
dafny-synthesis_task_id_424_no_hints.dfy,1
dafny-synthesis_task_id_426_no_hints.dfy,2
dafny-synthesis_task_id_431_no_hints.dfy,2
dafny-synthesis_task_id_433_no_hints.dfy,2
dafny-synthesis_task_id_436_no_hints.dfy,2
dafny-synthesis_task_id_445_no_hints.dfy,1
dafny-synthesis_task_id_447_no_hints.dfy,2
dafny-synthesis_task_id_454_no_hints.dfy,1
dafny-synthesis_task_id_457_no_hints.dfy,2
dafny-synthesis_task_id_460_no_hints.dfy,1
dafny-synthesis_task_id_470_no_hints.dfy,1
dafny-synthesis_task_id_472_no_hints.dfy,1
dafny-synthesis_task_id_474_no_hints.dfy,2
dafny-synthesis_task_id_476_no_hints.dfy,5
dafny-synthesis_task_id_477_no_hints.dfy,2
dafny-synthesis_task_id_554_no_hints.dfy,1
dafny-synthesis_task_id_555_no_hints.dfy,4
dafny-synthesis_task_id_557_no_hints.dfy,2
dafny-synthesis_task_id_565_no_hints.dfy,2
dafny-synthesis_task_id_566_no_hints.dfy,5
dafny-synthesis_task_id_572_no_hints.dfy,2
dafny-synthesis_task_id_573_no_hints.dfy,4
dafny-synthesis_task_id_578_no_hints.dfy,1
dafny-synthesis_task_id_579_no_hints.dfy,3
dafny-synthesis_task_id_587_no_hints.dfy,1
dafny-synthesis_task_id_588_no_hints.dfy,5
dafny-synthesis_task_id_594_no_hints.dfy,4
dafny-synthesis_task_id_599_no_hints.dfy,2
dafny-synthesis_task_id_602_no_hints.dfy,5
dafny-synthesis_task_id_603_no_hints.dfy,4
dafny-synthesis_task_id_605_no_hints.dfy,1
dafny-synthesis_task_id_610_no_hints.dfy,2
dafny-synthesis_task_id_616_no_hints.dfy,1
dafny-synthesis_task_id_618_no_hints.dfy,2
dafny-synthesis_task_id_623_no_hints.dfy,1
dafny-synthesis_task_id_624_no_hints.dfy,1
dafny-synthesis_task_id_627_no_hints.dfy,4
dafny-synthesis_task_id_629_no_hints.dfy,2
dafny-synthesis_task_id_62_no_hints.dfy,2
dafny-synthesis_task_id_632_no_hints.dfy,5
dafny-synthesis_task_id_644_no_hints.dfy,4
dafny-synthesis_task_id_69_no_hints.dfy,1
dafny-synthesis_task_id_70_no_hints.dfy,1
dafny-synthesis_task_id_728_no_hints.dfy,1
dafny-synthesis_task_id_732_no_hints.dfy,2
dafny-synthesis_task_id_733_no_hints.dfy,1
dafny-synthesis_task_id_741_no_hints.dfy,2
dafny-synthesis_task_id_743_no_hints.dfy,1
dafny-synthesis_task_id_751_no_hints.dfy,1
dafny-synthesis_task_id_755_no_hints.dfy,4
dafny-synthesis_task_id_759_no_hints.dfy,2
dafny-synthesis_task_id_760_no_hints.dfy,1
dafny-synthesis_task_id_769_no_hints.dfy,2
dafny-synthesis_task_id_770_no_hints.dfy,2
dafny-synthesis_task_id_775_no_hints.dfy,2
dafny-synthesis_task_id_784_no_hints.dfy,4
dafny-synthesis_task_id_790_no_hints.dfy,2
dafny-synthesis_task_id_793_no_hints.dfy,4
dafny-synthesis_task_id_798_no_hints.dfy,2
dafny-synthesis_task_id_804_no_hints.dfy,2
dafny-synthesis_task_id_807_no_hints.dfy,1
dafny-synthesis_task_id_808_no_hints.dfy,2
dafny-synthesis_task_id_809_no_hints.dfy,1
dafny-synthesis_task_id_8_no_hints.dfy,2
dafny-synthesis_task_id_94_no_hints.dfy,2
dafny-synthesis_task_id_95_no_hints.dfy,1
dafny-training_tmp_tmp_n2kixni_session1_training1_no_hints.dfy,5
dafny-workout_tmp_tmp0abkw6f8_starter_ex09_no_hints.dfy,2
dafny-workout_tmp_tmp0abkw6f8_starter_ex12_no_hints.dfy,1
dafny_examples_tmp_tmp8qotd4ez_leetcode_0001-two-sum_no_hints.dfy,5
dafny_examples_tmp_tmp8qotd4ez_leetcode_0027-remove-element_no_hints.dfy,5
dafny_examples_tmp_tmp8qotd4ez_leetcode_0069-sqrt_no_hints.dfy,4
dafny_examples_tmp_tmp8qotd4ez_leetcode_0070-climbing-stairs_no_hints.dfy,3
dafny_examples_tmp_tmp8qotd4ez_leetcode_0277-find-the-celebrity_no_hints.dfy,4
dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod_no_hints.dfy,5
dafny_examples_tmp_tmp8qotd4ez_test_shuffle_no_hints.dfy,5
dafny_experiments_tmp_tmpz29_3_3i_circuit_no_hints.dfy,5
dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_factorial_no_hints.dfy,1
dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_fibonacci_sequence_no_hints.dfy,3
dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_no_hints.dfy,5
dafny_tmp_tmp2ewu6s7x_ListReverse_no_hints.dfy,5
dafny_tmp_tmp49a6ihvk_m4_no_hints.dfy,4
dafny_tmp_tmp59p638nn_examples_GenericSelectionSort_no_hints.dfy,5
dafny_tmp_tmp59p638nn_examples_SelectionSort_no_hints.dfy,4
dafny_tmp_tmp59p638nn_examples_derangement_no_hints.dfy,5
dafny_tmp_tmp59p638nn_examples_minmax2_no_hints.dfy,5
dafny_tmp_tmp59p638nn_examples_realExponent_no_hints.dfy,2
eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers_no_hints.dfy,3
feup-mfes_tmp_tmp6_a1y5a5_examples_SelectionSort_no_hints.dfy,4
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_no_hints.dfy,5
formal-verification_tmp_tmpoepcssay_strings3_no_hints.dfy,5
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex1_no_hints.dfy,5
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex6_no_hints.dfy,4
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex7_no_hints.dfy,3
fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety_no_hints.dfy,5
fv2020-tms_tmp_tmpnp85b47l_simple_tm_no_hints.dfy,5
groupTheory_tmp_tmppmmxvu8h_assignment1_no_hints.dfy,4
groupTheory_tmp_tmppmmxvu8h_yair_yair2_no_hints.dfy,3
iron-sync_tmp_tmps49o3tyz_lib_Base_MapRemove_no_hints.dfy,5
ironsync-osdi2023_tmp_tmpx80antoe_lib_Marshalling_Math_no_hints.dfy,5
ironsync-osdi2023_tmp_tmpx80antoe_lib_Math_div_def_no_hints.dfy,5
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-975_no_hints.dfy,1
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old2_no_hints.dfy,2
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old_no_hints.dfy,2
laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise12_no_hints.dfy,3
laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise9_no_hints.dfy,3
libraries_tmp_tmp9gegwhqj_examples_MutableMap_MutableMapDafny_no_hints.dfy,5
llm-verified-eval_tmp_tmpd2deqn_i_dafny_0_no_hints.dfy,4
llm-verified-eval_tmp_tmpd2deqn_i_dafny_160_no_hints.dfy,5
llm-verified-eval_tmp_tmpd2deqn_i_dafny_161_no_hints.dfy,4
llm-verified-eval_tmp_tmpd2deqn_i_dafny_3_no_hints.dfy,5
llm-verified-eval_tmp_tmpd2deqn_i_dafny_5_no_hints.dfy,3
llm-verified-eval_tmp_tmpd2deqn_i_dafny_9_no_hints.dfy,3
metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1_no_hints.dfy,3
metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_somatoriov2_no_hints.dfy,1
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch01_fast_exp_no_hints.dfy,5
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch03_nim_v3_no_hints.dfy,3
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_invariant_proof_no_hints.dfy,1
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_leader_election_no_hints.dfy,4
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_toy_consensus_no_hints.dfy,5
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch06_refinement_proof_no_hints.dfy,4
protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair_no_hints.dfy,4
protocol-verification-fa2023_tmp_tmpw6hy3mjp_exercises_chapter04-invariants_ch03exercise03_no_hints.dfy,3
pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila_no_hints.dfy,5
repo-8967-Ironclad_tmp_tmp4q25en_1_ironclad-apps_src_Dafny_Libraries_Util_seqs_simple_no_hints.dfy,3
sat_dfy_tmp_tmpfcyj8am9_dfy_Seq_no_hints.dfy,5
se2011_tmp_tmp71eb82zt_ass1_ex4_no_hints.dfy,2
software-specification-p1_tmp_tmpz9x6mpxb_BoilerPlate_Ex1_no_hints.dfy,5
software_analysis_tmp_tmpmt6bo9sf_ss_no_hints.dfy,5
specTesting_tmp_tmpueam35lx_examples_binary_search_binary_search_specs_no_hints.dfy,5
specTesting_tmp_tmpueam35lx_examples_increment_decrement_spec_no_hints.dfy,3
specTesting_tmp_tmpueam35lx_examples_max_max_no_hints.dfy,5
specTesting_tmp_tmpueam35lx_examples_sort_sort_no_hints.dfy,5
stunning-palm-tree_tmp_tmpr84c2iwh_ch10_no_hints.dfy,5
stunning-palm-tree_tmp_tmpr84c2iwh_ch5_no_hints.dfy,5
summer-school-2020_tmp_tmpn8nf7zf0_chapter01_solutions_exercise11_solution_no_hints.dfy,3
summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise02_solution_no_hints.dfy,3
summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise03_solution_no_hints.dfy,5
t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex4_no_hints.dfy,2
t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex5_no_hints.dfy,3
t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_sequences_ex3_no_hints.dfy,4
t1_MF_tmp_tmpi_sqie4j_exemplos_introducao_ex4_no_hints.dfy,2
tangent-finder_tmp_tmpgyzf44ve_circles_no_hints.dfy,4
test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet_no_hints.dfy,4
test-generation-examples_tmp_tmptwyqofrp_RussianMultiplication_dafny_RussianMultiplication_no_hints.dfy,3
veri-sparse_tmp_tmp15fywna6_dafny_concurrent_poc_6_no_hints.dfy,5
veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_no_hints.dfy,5
veri-sparse_tmp_tmp15fywna6_dafny_spmv_no_hints.dfy,5
veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_SetBijectivity_no_hints.dfy,5
veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_Sets_no_hints.dfy,5
verification-class_tmp_tmpz9ik148s_2022_chapter05-distributed-state-machines_exercises_UtilitiesLibrary_no_hints.dfy,5
verified-using-dafny_tmp_tmp7jatpjyn_longestZero_no_hints.dfy,5
vfag_tmp_tmpc29dxm1j_mergesort_no_hints.dfy,5
vfag_tmp_tmpc29dxm1j_sumar_componentes_no_hints.dfy,4
vmware-verification-2023_tmp_tmpoou5u54i_demos_leader_election_no_hints.dfy,5
BinarySearchTree_tmp_tmp_bn2twp5_bst4copy_no_hints.dfy,4
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_BoundedQueue_01_no_hints.dfy,2
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots5_no_hints.dfy,2
iron-sync_tmp_tmps49o3tyz_Impl_CommitterCommitModel_no_hints.dfy,1
nitwit_tmp_tmplm098gxz_nit_no_hints.dfy,3
t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5_no_hints.dfy,2
veri-titan_tmp_tmpbg2iy0kf_spec_crypto_fntt512_no_hints.dfy,1
dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_snapshots_Inputs_Snapshots0_no_hints.dfy,3
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays_no_hints.dfy,1
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-1158_no_hints.dfy,3
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_library_no_hints.dfy,2
