ID,Failed File,Count
364,Software-Verification_tmp_tmpv4ueky2d_Contains Duplicate_contains_duplicate_no_hints.dfy,4
365,Software-Verification_tmp_tmpv4ueky2d_Counting Bits_counting_bits_no_hints.dfy,1
366,Software-Verification_tmp_tmpv4ueky2d_Longest Increasing Subsequence_longest_increasing_subsequence_no_hints.dfy,5
367,Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_no_hints.dfy,5
368,Software-Verification_tmp_tmpv4ueky2d_Remove Duplicates from Sorted Array_remove_duplicates_from_sorted_array_no_hints.dfy,5
369,Software-Verification_tmp_tmpv4ueky2d_Remove Element_remove_element_no_hints.dfy,3
370,Software-Verification_tmp_tmpv4ueky2d_Valid Anagram_valid_anagram_no_hints.dfy,3
371,Software-Verification_tmp_tmpv4ueky2d_Valid Palindrome_valid_panlindrome_no_hints.dfy,3
372,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula1_no_hints.dfy,5
374,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_no_hints.dfy,3
375,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_no_hints.dfy,5
376,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout1_no_hints.dfy,4
377,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_handout2_no_hints.dfy,5
378,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it_no_hints.dfy,3
379,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_suma_it_no_hints.dfy,4
381,VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort_no_hints.dfy,5
382,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_max_array_no_hints.dfy,3
383,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_selection_sort_no_hints.dfy,4
384,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_sum_array_no_hints.dfy,2
385,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_triangle_number_no_hints.dfy,2
386,Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question5_no_hints.dfy,4
387,Workshop_tmp_tmp0cu11bdq_Workshop_Answers_Question6_no_hints.dfy,2
388,WrappedEther_no_hints.dfy,5
389,assertive-programming-assignment-1_tmp_tmp3h_cj44u_FindRange_no_hints.dfy,4
390,assertive-programming-assignment-1_tmp_tmp3h_cj44u_ProdAndCount_no_hints.dfy,5
391,assertive-programming-assignment-1_tmp_tmp3h_cj44u_SearchAddends_no_hints.dfy,5
392,bbfny_tmp_tmpw4m0jvl0_enjoying_no_hints.dfy,5
393,circular-queue-implemetation_tmp_tmpnulfdc9l_Queue_no_hints.dfy,5
394,cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_no_hints.dfy,4
395,cs245-verification_tmp_tmp0h_nxhqp_A8_Q1_no_hints.dfy,5
399,cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_FirstAttempt_no_hints.dfy,4
400,cs245-verification_tmp_tmp0h_nxhqp_power_no_hints.dfy,4
401,cs245-verification_tmp_tmp0h_nxhqp_quicksort-partition_no_hints.dfy,3
403,cs357_tmp_tmpn4fsvwzs_lab7_question5_no_hints.dfy,4
405,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ContainerRanks_no_hints.dfy,5
409,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_PrecedenceLinter_no_hints.dfy,5
410,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SeqFromArray_no_hints.dfy,3
412,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_binary-search_no_hints.dfy,2
413,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_fibonacci_no_hints.dfy,5
414,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_find_no_hints.dfy,3
415,dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_modifying-arrays_no_hints.dfy,4
416,dafleet_tmp_tmpa2e4kb9v_0001-0050_0001-two-sum_no_hints.dfy,5
417,dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters_no_hints.dfy,5
418,dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_no_hints.dfy,5
419,dafny-aoc-2019_tmp_tmpj6suy_rv_parser_split_no_hints.dfy,5
420,dafny-duck_tmp_tmplawbgxjo_ex3_no_hints.dfy,3
421,dafny-duck_tmp_tmplawbgxjo_ex5_no_hints.dfy,5
422,dafny-duck_tmp_tmplawbgxjo_p1_no_hints.dfy,5
423,dafny-duck_tmp_tmplawbgxjo_p2_no_hints.dfy,5
424,dafny-duck_tmp_tmplawbgxjo_p3_no_hints.dfy,1
425,dafny-duck_tmp_tmplawbgxjo_p4_no_hints.dfy,3
426,dafny-duck_tmp_tmplawbgxjo_p6_no_hints.dfy,5
427,dafny-exercise_tmp_tmpouftptir_absIt_no_hints.dfy,5
428,dafny-exercise_tmp_tmpouftptir_appendArray_no_hints.dfy,3
429,dafny-exercise_tmp_tmpouftptir_countNeg_no_hints.dfy,2
431,dafny-exercise_tmp_tmpouftptir_firstE_no_hints.dfy,2
432,dafny-exercise_tmp_tmpouftptir_maxArray_no_hints.dfy,1
434,dafny-exercise_tmp_tmpouftptir_prac1_ex2_no_hints.dfy,3
435,dafny-exercise_tmp_tmpouftptir_prac3_ex2_no_hints.dfy,2
436,dafny-exercise_tmp_tmpouftptir_prac4_ex2_no_hints.dfy,3
437,dafny-exercise_tmp_tmpouftptir_reverse_no_hints.dfy,1
438,dafny-exercise_tmp_tmpouftptir_zapNegatives_no_hints.dfy,3
439,dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array_no_hints.dfy,5
440,dafny-exercises_tmp_tmp5mvrowrx_paper_krml190_no_hints.dfy,5
442,dafny-language-server_tmp_tmpkir0kenl_Test_VSComp2010_Problem1-SumMax_no_hints.dfy,4
443,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b1_no_hints.dfy,4
444,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b2_no_hints.dfy,1
445,dafny-language-server_tmp_tmpkir0kenl_Test_allocated1_dafny0_fun-with-slices_no_hints.dfy,1
446,dafny-language-server_tmp_tmpkir0kenl_Test_comp_Arrays_no_hints.dfy,2
449,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes_no_hints.dfy,3
450,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_ListReverse_no_hints.dfy,5
451,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_MatrixFun_no_hints.dfy,5
452,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray_no_hints.dfy,4
453,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals_no_hints.dfy,3
454,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_no_hints.dfy,5
455,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier_no_hints.dfy,5
456,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_no_hints.dfy,3
457,dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction_no_hints.dfy,4
462,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Fstar-QuickSort_no_hints.dfy,5
463,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Lucas-down_no_hints.dfy,5
464,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_MonadicLaws_no_hints.dfy,3
472,dafny-language-server_tmp_tmpkir0kenl_Test_git-issues_git-issue-336_no_hints.dfy,2
473,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Compilation_no_hints.dfy,5
474,dafny-language-server_tmp_tmpkir0kenl_Test_hofs_Requires_no_hints.dfy,3
478,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_function-applications-are-triggers_no_hints.dfy,5
481,dafny-language-server_tmp_tmpkir0kenl_Test_tutorial_maximum_no_hints.dfy,1
482,dafny-language-server_tmp_tmpkir0kenl_Test_vacid0_Composite_no_hints.dfy,5
483,dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort_no_hints.dfy,2
485,dafny-learn_tmp_tmpn94ir40q_R01_functions_no_hints.dfy,5
487,dafny-programs_tmp_tmpcwodh6qh_src_expt_no_hints.dfy,3
488,dafny-programs_tmp_tmpcwodh6qh_src_factorial_no_hints.dfy,2
491,dafny-rope_tmp_tmpl4v_njmy_Rope_no_hints.dfy,5
492,dafny-sandbox_tmp_tmp3tu2bu8a_Stlc_no_hints.dfy,5
494,dafny-synthesis_task_id_105_no_hints.dfy,3
495,dafny-synthesis_task_id_106_no_hints.dfy,2
496,dafny-synthesis_task_id_113_no_hints.dfy,2
497,dafny-synthesis_task_id_126_no_hints.dfy,1
499,dafny-synthesis_task_id_133_no_hints.dfy,2
504,dafny-synthesis_task_id_145_no_hints.dfy,1
506,dafny-synthesis_task_id_161_no_hints.dfy,2
507,dafny-synthesis_task_id_170_no_hints.dfy,2
510,dafny-synthesis_task_id_18_no_hints.dfy,2
512,dafny-synthesis_task_id_230_no_hints.dfy,2
518,dafny-synthesis_task_id_249_no_hints.dfy,2
519,dafny-synthesis_task_id_251_no_hints.dfy,3
521,dafny-synthesis_task_id_261_no_hints.dfy,1
525,dafny-synthesis_task_id_267_no_hints.dfy,1
528,dafny-synthesis_task_id_273_no_hints.dfy,1
531,dafny-synthesis_task_id_282_no_hints.dfy,1
532,dafny-synthesis_task_id_284_no_hints.dfy,1
533,dafny-synthesis_task_id_290_no_hints.dfy,1
535,dafny-synthesis_task_id_2_no_hints.dfy,1
537,dafny-synthesis_task_id_307_no_hints.dfy,3
539,dafny-synthesis_task_id_310_no_hints.dfy,2
543,dafny-synthesis_task_id_399_no_hints.dfy,1
544,dafny-synthesis_task_id_3_no_hints.dfy,1
545,dafny-synthesis_task_id_401_no_hints.dfy,1
548,dafny-synthesis_task_id_412_no_hints.dfy,2
549,dafny-synthesis_task_id_414_no_hints.dfy,2
550,dafny-synthesis_task_id_424_no_hints.dfy,1
551,dafny-synthesis_task_id_426_no_hints.dfy,2
553,dafny-synthesis_task_id_431_no_hints.dfy,2
555,dafny-synthesis_task_id_433_no_hints.dfy,2
557,dafny-synthesis_task_id_436_no_hints.dfy,2
559,dafny-synthesis_task_id_445_no_hints.dfy,1
560,dafny-synthesis_task_id_447_no_hints.dfy,2
562,dafny-synthesis_task_id_454_no_hints.dfy,1
564,dafny-synthesis_task_id_457_no_hints.dfy,2
566,dafny-synthesis_task_id_460_no_hints.dfy,1
568,dafny-synthesis_task_id_470_no_hints.dfy,1
569,dafny-synthesis_task_id_472_no_hints.dfy,1
570,dafny-synthesis_task_id_474_no_hints.dfy,2
571,dafny-synthesis_task_id_476_no_hints.dfy,5
572,dafny-synthesis_task_id_477_no_hints.dfy,2
573,dafny-synthesis_task_id_554_no_hints.dfy,1
574,dafny-synthesis_task_id_555_no_hints.dfy,4
575,dafny-synthesis_task_id_557_no_hints.dfy,2
576,dafny-synthesis_task_id_565_no_hints.dfy,2
577,dafny-synthesis_task_id_566_no_hints.dfy,5
579,dafny-synthesis_task_id_572_no_hints.dfy,2
580,dafny-synthesis_task_id_573_no_hints.dfy,4
584,dafny-synthesis_task_id_578_no_hints.dfy,1
585,dafny-synthesis_task_id_579_no_hints.dfy,3
588,dafny-synthesis_task_id_587_no_hints.dfy,1
589,dafny-synthesis_task_id_588_no_hints.dfy,5
592,dafny-synthesis_task_id_594_no_hints.dfy,4
594,dafny-synthesis_task_id_599_no_hints.dfy,2
597,dafny-synthesis_task_id_602_no_hints.dfy,5
598,dafny-synthesis_task_id_603_no_hints.dfy,4
599,dafny-synthesis_task_id_605_no_hints.dfy,1
601,dafny-synthesis_task_id_610_no_hints.dfy,2
602,dafny-synthesis_task_id_616_no_hints.dfy,1
603,dafny-synthesis_task_id_618_no_hints.dfy,2
606,dafny-synthesis_task_id_623_no_hints.dfy,1
607,dafny-synthesis_task_id_624_no_hints.dfy,1
610,dafny-synthesis_task_id_627_no_hints.dfy,4
611,dafny-synthesis_task_id_629_no_hints.dfy,2
612,dafny-synthesis_task_id_62_no_hints.dfy,2
613,dafny-synthesis_task_id_632_no_hints.dfy,5
616,dafny-synthesis_task_id_644_no_hints.dfy,4
617,dafny-synthesis_task_id_69_no_hints.dfy,1
618,dafny-synthesis_task_id_70_no_hints.dfy,1
619,dafny-synthesis_task_id_728_no_hints.dfy,1
620,dafny-synthesis_task_id_732_no_hints.dfy,2
621,dafny-synthesis_task_id_733_no_hints.dfy,1
622,dafny-synthesis_task_id_741_no_hints.dfy,2
623,dafny-synthesis_task_id_743_no_hints.dfy,1
625,dafny-synthesis_task_id_751_no_hints.dfy,1
626,dafny-synthesis_task_id_755_no_hints.dfy,4
627,dafny-synthesis_task_id_759_no_hints.dfy,2
628,dafny-synthesis_task_id_760_no_hints.dfy,1
631,dafny-synthesis_task_id_769_no_hints.dfy,2
632,dafny-synthesis_task_id_770_no_hints.dfy,2
633,dafny-synthesis_task_id_775_no_hints.dfy,2
636,dafny-synthesis_task_id_784_no_hints.dfy,4
637,dafny-synthesis_task_id_790_no_hints.dfy,2
639,dafny-synthesis_task_id_793_no_hints.dfy,4
640,dafny-synthesis_task_id_798_no_hints.dfy,2
645,dafny-synthesis_task_id_804_no_hints.dfy,2
646,dafny-synthesis_task_id_807_no_hints.dfy,1
647,dafny-synthesis_task_id_808_no_hints.dfy,2
648,dafny-synthesis_task_id_809_no_hints.dfy,1
654,dafny-synthesis_task_id_8_no_hints.dfy,2
655,dafny-synthesis_task_id_94_no_hints.dfy,2
656,dafny-synthesis_task_id_95_no_hints.dfy,1
657,dafny-training_tmp_tmp_n2kixni_session1_training1_no_hints.dfy,5
661,dafny-workout_tmp_tmp0abkw6f8_starter_ex09_no_hints.dfy,2
662,dafny-workout_tmp_tmp0abkw6f8_starter_ex12_no_hints.dfy,1
663,dafny_examples_tmp_tmp8qotd4ez_leetcode_0001-two-sum_no_hints.dfy,5
664,dafny_examples_tmp_tmp8qotd4ez_leetcode_0027-remove-element_no_hints.dfy,5
665,dafny_examples_tmp_tmp8qotd4ez_leetcode_0069-sqrt_no_hints.dfy,4
666,dafny_examples_tmp_tmp8qotd4ez_leetcode_0070-climbing-stairs_no_hints.dfy,3
667,dafny_examples_tmp_tmp8qotd4ez_leetcode_0277-find-the-celebrity_no_hints.dfy,4
668,dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod_no_hints.dfy,5
669,dafny_examples_tmp_tmp8qotd4ez_test_shuffle_no_hints.dfy,5
670,dafny_experiments_tmp_tmpz29_3_3i_circuit_no_hints.dfy,5
671,dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_factorial_no_hints.dfy,1
672,dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_fibonacci_sequence_no_hints.dfy,3
673,dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_no_hints.dfy,5
674,dafny_tmp_tmp2ewu6s7x_ListReverse_no_hints.dfy,5
675,dafny_tmp_tmp49a6ihvk_m4_no_hints.dfy,4
676,dafny_tmp_tmp59p638nn_examples_GenericSelectionSort_no_hints.dfy,5
677,dafny_tmp_tmp59p638nn_examples_SelectionSort_no_hints.dfy,4
678,dafny_tmp_tmp59p638nn_examples_derangement_no_hints.dfy,5
679,dafny_tmp_tmp59p638nn_examples_minmax2_no_hints.dfy,5
680,dafny_tmp_tmp59p638nn_examples_realExponent_no_hints.dfy,2
681,eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers_no_hints.dfy,3
682,feup-mfes_tmp_tmp6_a1y5a5_examples_SelectionSort_no_hints.dfy,4
685,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_no_hints.dfy,5
686,formal-verification_tmp_tmpoepcssay_strings3_no_hints.dfy,5
687,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex1_no_hints.dfy,5
689,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex6_no_hints.dfy,4
690,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex7_no_hints.dfy,3
691,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety_no_hints.dfy,5
692,fv2020-tms_tmp_tmpnp85b47l_simple_tm_no_hints.dfy,5
693,groupTheory_tmp_tmppmmxvu8h_assignment1_no_hints.dfy,4
695,groupTheory_tmp_tmppmmxvu8h_yair_yair2_no_hints.dfy,3
698,iron-sync_tmp_tmps49o3tyz_lib_Base_MapRemove_no_hints.dfy,5
699,ironsync-osdi2023_tmp_tmpx80antoe_lib_Marshalling_Math_no_hints.dfy,5
700,ironsync-osdi2023_tmp_tmpx80antoe_lib_Math_div_def_no_hints.dfy,5
707,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-975_no_hints.dfy,1
708,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old2_no_hints.dfy,2
710,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old_no_hints.dfy,2
711,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise12_no_hints.dfy,3
712,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise9_no_hints.dfy,3
714,libraries_tmp_tmp9gegwhqj_examples_MutableMap_MutableMapDafny_no_hints.dfy,5
715,llm-verified-eval_tmp_tmpd2deqn_i_dafny_0_no_hints.dfy,4
716,llm-verified-eval_tmp_tmpd2deqn_i_dafny_160_no_hints.dfy,5
717,llm-verified-eval_tmp_tmpd2deqn_i_dafny_161_no_hints.dfy,4
718,llm-verified-eval_tmp_tmpd2deqn_i_dafny_3_no_hints.dfy,5
719,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5_no_hints.dfy,3
720,llm-verified-eval_tmp_tmpd2deqn_i_dafny_9_no_hints.dfy,3
721,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1_no_hints.dfy,3
722,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_somatoriov2_no_hints.dfy,1
725,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch01_fast_exp_no_hints.dfy,5
726,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch03_nim_v3_no_hints.dfy,3
728,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_invariant_proof_no_hints.dfy,1
729,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_leader_election_no_hints.dfy,4
730,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_toy_consensus_no_hints.dfy,5
731,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch06_refinement_proof_no_hints.dfy,4
734,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair_no_hints.dfy,4
735,protocol-verification-fa2023_tmp_tmpw6hy3mjp_exercises_chapter04-invariants_ch03exercise03_no_hints.dfy,3
736,pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila_no_hints.dfy,5
737,repo-8967-Ironclad_tmp_tmp4q25en_1_ironclad-apps_src_Dafny_Libraries_Util_seqs_simple_no_hints.dfy,3
738,sat_dfy_tmp_tmpfcyj8am9_dfy_Seq_no_hints.dfy,5
739,se2011_tmp_tmp71eb82zt_ass1_ex4_no_hints.dfy,2
742,software-specification-p1_tmp_tmpz9x6mpxb_BoilerPlate_Ex1_no_hints.dfy,5
743,software_analysis_tmp_tmpmt6bo9sf_ss_no_hints.dfy,5
744,specTesting_tmp_tmpueam35lx_examples_binary_search_binary_search_specs_no_hints.dfy,5
745,specTesting_tmp_tmpueam35lx_examples_increment_decrement_spec_no_hints.dfy,3
746,specTesting_tmp_tmpueam35lx_examples_max_max_no_hints.dfy,5
747,specTesting_tmp_tmpueam35lx_examples_sort_sort_no_hints.dfy,5
748,stunning-palm-tree_tmp_tmpr84c2iwh_ch10_no_hints.dfy,5
750,stunning-palm-tree_tmp_tmpr84c2iwh_ch5_no_hints.dfy,5
753,summer-school-2020_tmp_tmpn8nf7zf0_chapter01_solutions_exercise11_solution_no_hints.dfy,3
755,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise02_solution_no_hints.dfy,3
756,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise03_solution_no_hints.dfy,5
758,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex4_no_hints.dfy,2
759,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex5_no_hints.dfy,3
761,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_sequences_ex3_no_hints.dfy,4
762,t1_MF_tmp_tmpi_sqie4j_exemplos_introducao_ex4_no_hints.dfy,2
763,tangent-finder_tmp_tmpgyzf44ve_circles_no_hints.dfy,4
764,test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet_no_hints.dfy,4
767,test-generation-examples_tmp_tmptwyqofrp_RussianMultiplication_dafny_RussianMultiplication_no_hints.dfy,3
769,veri-sparse_tmp_tmp15fywna6_dafny_concurrent_poc_6_no_hints.dfy,5
770,veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_no_hints.dfy,5
771,veri-sparse_tmp_tmp15fywna6_dafny_spmv_no_hints.dfy,5
773,veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_SetBijectivity_no_hints.dfy,5
774,veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_Sets_no_hints.dfy,5
775,verification-class_tmp_tmpz9ik148s_2022_chapter05-distributed-state-machines_exercises_UtilitiesLibrary_no_hints.dfy,5
777,verified-using-dafny_tmp_tmp7jatpjyn_longestZero_no_hints.dfy,5
779,vfag_tmp_tmpc29dxm1j_mergesort_no_hints.dfy,5
780,vfag_tmp_tmpc29dxm1j_sumar_componentes_no_hints.dfy,4
781,vmware-verification-2023_tmp_tmpoou5u54i_demos_leader_election_no_hints.dfy,5
007,BinarySearchTree_tmp_tmp_bn2twp5_bst4copy_no_hints.dfy,4
136,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_BoundedQueue_01_no_hints.dfy,2
326,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from_dafny_main_repo_dafny0_snapshots_Inputs_Snapshots5_no_hints.dfy,2
696,iron-sync_tmp_tmps49o3tyz_Impl_CommitterCommitModel_no_hints.dfy,1
723,nitwit_tmp_tmplm098gxz_nit_no_hints.dfy,3
760,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5_no_hints.dfy,2
772,veri-titan_tmp_tmpbg2iy0kf_spec_crypto_fntt512_no_hints.dfy,1
448,dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_snapshots_Inputs_Snapshots0_no_hints.dfy,3
701,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays_no_hints.dfy,1
704,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-1158_no_hints.dfy,3
330,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_library_no_hints.dfy,2
